Date,mercury,nitrite,ID
1/1/2002,NA,NA,7
1/2/2002,NA,NA,7
1/3/2002,NA,NA,7
1/4/2002,NA,NA,7
1/5/2002,NA,NA,7
1/6/2002,NA,NA,7
1/7/2002,NA,NA,7
1/8/2002,NA,NA,7
1/9/2002,NA,NA,7
1/10/2002,NA,NA,7
1/11/2002,NA,NA,7
1/12/2002,NA,NA,7
1/13/2002,NA,NA,7
1/14/2002,NA,NA,7
1/15/2002,NA,NA,7
1/16/2002,NA,NA,7
1/17/2002,NA,NA,7
1/18/2002,NA,NA,7
1/19/2002,NA,NA,7
1/20/2002,NA,NA,7
1/21/2002,NA,NA,7
1/22/2002,NA,NA,7
1/23/2002,NA,NA,7
1/24/2002,NA,NA,7
1/25/2002,NA,NA,7
1/26/2002,NA,NA,7
1/27/2002,NA,NA,7
1/28/2002,NA,NA,7
1/29/2002,NA,NA,7
1/30/2002,NA,NA,7
1/31/2002,NA,NA,7
2/1/2002,NA,NA,7
2/2/2002,NA,NA,7
2/3/2002,NA,NA,7
2/4/2002,NA,NA,7
2/5/2002,NA,NA,7
2/6/2002,NA,NA,7
2/7/2002,2.45,0.441,7
2/8/2002,NA,NA,7
2/9/2002,NA,NA,7
2/10/2002,NA,NA,7
2/11/2002,NA,NA,7
2/12/2002,NA,NA,7
2/13/2002,2.64,0.896,7
2/14/2002,NA,NA,7
2/15/2002,NA,NA,7
2/16/2002,NA,NA,7
2/17/2002,NA,NA,7
2/18/2002,NA,NA,7
2/19/2002,2.43,1.07,7
2/20/2002,NA,NA,7
2/21/2002,NA,NA,7
2/22/2002,NA,NA,7
2/23/2002,NA,NA,7
2/24/2002,NA,NA,7
2/25/2002,NA,0.96,7
2/26/2002,NA,NA,7
2/27/2002,NA,NA,7
2/28/2002,NA,NA,7
3/1/2002,NA,NA,7
3/2/2002,NA,NA,7
3/3/2002,NA,0.711,7
3/4/2002,NA,NA,7
3/5/2002,NA,NA,7
3/6/2002,NA,NA,7
3/7/2002,NA,NA,7
3/8/2002,NA,NA,7
3/9/2002,1.64,0.719,7
3/10/2002,NA,NA,7
3/11/2002,NA,NA,7
3/12/2002,NA,NA,7
3/13/2002,NA,NA,7
3/14/2002,NA,NA,7
