Date,mercury,nitrite,ID
1/1/2003,NA,NA,5
1/2/2003,NA,NA,5
1/3/2003,NA,NA,5
1/4/2003,NA,NA,5
1/5/2003,NA,NA,5
1/6/2003,NA,NA,5
1/7/2003,NA,NA,5
1/8/2003,NA,NA,5
1/9/2003,3.79,2.49,5
1/10/2003,NA,NA,5
1/11/2003,NA,NA,5
1/12/2003,NA,NA,5
1/13/2003,NA,NA,5
1/14/2003,NA,NA,5
1/15/2003,NA,NA,5
1/16/2003,NA,NA,5
1/17/2003,NA,NA,5
1/18/2003,NA,NA,5
1/19/2003,NA,NA,5
1/20/2003,NA,NA,5
1/21/2003,2.99,3.79,5
1/22/2003,NA,NA,5
1/23/2003,NA,NA,5
1/24/2003,NA,NA,5
1/25/2003,NA,NA,5
1/26/2003,NA,NA,5
1/27/2003,2.3,3.4,5
1/28/2003,NA,NA,5
1/29/2003,NA,NA,5
1/30/2003,NA,NA,5
1/31/2003,NA,NA,5
2/1/2003,NA,NA,5
2/2/2003,3.63,1.6,5
2/3/2003,NA,NA,5
2/4/2003,NA,NA,5
2/5/2003,NA,NA,5
2/6/2003,NA,NA,5
2/7/2003,NA,NA,5
2/8/2003,2.33,3.61,5
2/9/2003,NA,NA,5
2/10/2003,NA,NA,5
2/11/2003,NA,NA,5
2/12/2003,NA,NA,5
2/13/2003,NA,NA,5
2/14/2003,2.37,3.24,5
2/15/2003,NA,NA,5
2/16/2003,NA,NA,5
2/17/2003,NA,NA,5
2/18/2003,NA,NA,5
2/19/2003,NA,NA,5
2/20/2003,6.36,4.45,5
2/21/2003,NA,NA,5
2/22/2003,NA,NA,5
2/23/2003,NA,NA,5
2/24/2003,NA,NA,5
2/25/2003,NA,NA,5
2/26/2003,5.75,4.68,5
2/27/2003,NA,NA,5
2/28/2003,NA,NA,5
3/1/2003,NA,NA,5
3/2/2003,NA,NA,5
3/3/2003,NA,NA,5
3/4/2003,NA,1.83,5
3/5/2003,NA,NA,5
3/6/2003,NA,NA,5
3/7/2003,NA,NA,5
3/8/2003,NA,NA,5
3/9/2003,NA,NA,5
3/10/2003,NA,NA,5
3/11/2003,NA,NA,5
3/12/2003,NA,NA,5
3/13/2003,NA,NA,5
3/14/2003,NA,NA,5
3/15/2003,NA,NA,5
3/16/2003,NA,NA,5
3/17/2003,NA,NA,5
3/18/2003,NA,NA,5
3/19/2003,NA,NA,5
3/20/2003,NA,NA,5
3/21/2003,NA,NA,5
3/22/2003,9.21,2.96,5
3/23/2003,NA,NA,5
3/24/2003,NA,NA,5
3/25/2003,NA,NA,5
3/26/2003,NA,NA,5
3/27/2003,NA,NA,5
3/28/2003,NA,NA,5
3/29/2003,NA,NA,5
3/30/2003,NA,NA,5
3/31/2003,NA,NA,5
4/1/2003,NA,NA,5
4/2/2003,NA,NA,5
4/3/2003,4.72,0.502,5
4/4/2003,NA,NA,5
4/5/2003,NA,NA,5
4/6/2003,NA,NA,5
4/7/2003,NA,NA,5
4/8/2003,NA,NA,5
4/9/2003,3.82,1.38,5
4/10/2003,NA,NA,5
4/11/2003,NA,NA,5
4/12/2003,NA,NA,5
4/13/2003,NA,NA,5
4/14/2003,NA,NA,5
4/15/2003,7.7,1.03,5
4/16/2003,NA,NA,5
4/17/2003,NA,NA,5
4/18/2003,NA,NA,5
4/19/2003,NA,NA,5
4/20/2003,NA,NA,5
4/21/2003,2.43,0.668,5
4/22/2003,NA,NA,5
4/23/2003,NA,NA,5
4/24/2003,NA,NA,5
4/25/2003,NA,NA,5
4/26/2003,NA,NA,5
4/27/2003,9.91,1.47,5
4/28/2003,NA,NA,5
4/29/2003,NA,NA,5
4/30/2003,NA,NA,5
5/1/2003,NA,NA,5
5/2/2003,NA,NA,5
5/3/2003,9.87,3.16,5
5/4/2003,NA,NA,5
5/5/2003,NA,NA,5
5/6/2003,NA,NA,5
5/7/2003,NA,NA,5
5/8/2003,NA,NA,5
5/9/2003,6.92,0.522,5
5/10/2003,NA,NA,5
5/11/2003,NA,NA,5
5/12/2003,NA,NA,5
5/13/2003,NA,NA,5
5/14/2003,NA,NA,5
5/15/2003,6.11,2.86,5
5/16/2003,NA,NA,5
5/17/2003,NA,NA,5
5/18/2003,NA,NA,5
5/19/2003,NA,NA,5
5/20/2003,NA,NA,5
5/21/2003,2.89,0.721,5
5/22/2003,NA,NA,5
5/23/2003,NA,NA,5
5/24/2003,NA,NA,5
5/25/2003,NA,NA,5
5/26/2003,NA,NA,5
5/27/2003,5.63,1.2,5
5/28/2003,NA,NA,5
5/29/2003,NA,NA,5
5/30/2003,NA,NA,5
5/31/2003,NA,NA,5
6/1/2003,NA,NA,5
6/2/2003,5.03,0.674,5
6/3/2003,NA,NA,5
6/4/2003,NA,NA,5
6/5/2003,NA,NA,5
6/6/2003,NA,NA,5
6/7/2003,NA,NA,5
6/8/2003,5.39,1.34,5
6/9/2003,NA,NA,5
6/10/2003,NA,NA,5
6/11/2003,NA,NA,5
6/12/2003,NA,NA,5
6/13/2003,NA,NA,5
6/14/2003,3.71,0.317,5
6/15/2003,NA,NA,5
6/16/2003,NA,NA,5
6/17/2003,NA,NA,5
6/18/2003,NA,NA,5
6/19/2003,NA,NA,5
6/20/2003,5.66,0.694,5
6/21/2003,NA,NA,5
6/22/2003,NA,NA,5
6/23/2003,NA,NA,5
6/24/2003,NA,NA,5
6/25/2003,NA,NA,5
6/26/2003,10,0.709,5
6/27/2003,NA,NA,5
6/28/2003,NA,NA,5
6/29/2003,NA,NA,5
6/30/2003,NA,NA,5
7/1/2003,NA,NA,5
7/2/2003,1.16,0.24,5
7/3/2003,NA,NA,5
7/4/2003,NA,NA,5
7/5/2003,NA,NA,5
7/6/2003,NA,NA,5
7/7/2003,NA,NA,5
7/8/2003,3.56,0.723,5
7/9/2003,NA,NA,5
7/10/2003,NA,NA,5
7/11/2003,NA,NA,5
7/12/2003,NA,NA,5
7/13/2003,NA,NA,5
7/14/2003,4.45,0.302,5
7/15/2003,NA,NA,5
7/16/2003,NA,NA,5
7/17/2003,NA,NA,5
7/18/2003,NA,NA,5
7/19/2003,NA,NA,5
7/20/2003,8.64,0.67,5
7/21/2003,NA,NA,5
7/22/2003,NA,NA,5
7/23/2003,NA,NA,5
7/24/2003,NA,NA,5
7/25/2003,NA,NA,5
7/26/2003,8.47,0.938,5
7/27/2003,NA,NA,5
7/28/2003,NA,NA,5
7/29/2003,NA,NA,5
7/30/2003,NA,NA,5
7/31/2003,NA,NA,5
8/1/2003,6.08,0.443,5
8/2/2003,NA,NA,5
8/3/2003,NA,NA,5
8/4/2003,NA,NA,5
8/5/2003,NA,NA,5
8/6/2003,NA,NA,5
8/7/2003,9.72,0.558,5
8/8/2003,NA,NA,5
8/9/2003,NA,NA,5
8/10/2003,NA,NA,5
8/11/2003,NA,NA,5
8/12/2003,NA,NA,5
8/13/2003,4,0.342,5
8/14/2003,NA,NA,5
8/15/2003,NA,NA,5
8/16/2003,NA,NA,5
8/17/2003,NA,NA,5
8/18/2003,NA,NA,5
8/19/2003,11,0.505,5
8/20/2003,NA,NA,5
8/21/2003,NA,NA,5
8/22/2003,NA,NA,5
8/23/2003,NA,NA,5
8/24/2003,NA,NA,5
8/25/2003,19.8,0.498,5
8/26/2003,NA,NA,5
8/27/2003,NA,NA,5
8/28/2003,NA,NA,5
8/29/2003,NA,NA,5
8/30/2003,NA,NA,5
8/31/2003,3.52,0.295,5
9/1/2003,NA,NA,5
9/2/2003,NA,NA,5
9/3/2003,NA,NA,5
9/4/2003,NA,NA,5
9/5/2003,NA,NA,5
9/6/2003,11.5,0.37,5
9/7/2003,NA,NA,5
9/8/2003,NA,NA,5
9/9/2003,NA,NA,5
9/10/2003,NA,NA,5
9/11/2003,NA,NA,5
9/12/2003,10.9,0.566,5
9/13/2003,NA,NA,5
9/14/2003,NA,NA,5
9/15/2003,NA,NA,5
9/16/2003,NA,NA,5
9/17/2003,NA,NA,5
9/18/2003,9.68,0.692,5
9/19/2003,NA,NA,5
9/20/2003,NA,NA,5
9/21/2003,NA,NA,5
9/22/2003,NA,NA,5
9/23/2003,NA,NA,5
9/24/2003,3.05,0.332,5
9/25/2003,NA,NA,5
9/26/2003,NA,NA,5
9/27/2003,NA,NA,5
9/28/2003,NA,NA,5
9/29/2003,NA,NA,5
9/30/2003,2.84,0.545,5
10/1/2003,NA,NA,5
10/2/2003,NA,NA,5
10/3/2003,NA,NA,5
10/4/2003,NA,NA,5
10/5/2003,NA,NA,5
10/6/2003,3.8,0.646,5
10/7/2003,NA,NA,5
10/8/2003,NA,NA,5
10/9/2003,NA,NA,5
10/10/2003,NA,NA,5
10/11/2003,NA,NA,5
10/12/2003,5.91,0.68,5
10/13/2003,NA,NA,5
10/14/2003,NA,NA,5
10/15/2003,NA,NA,5
10/16/2003,NA,NA,5
10/17/2003,NA,NA,5
10/18/2003,4.54,2.61,5
10/19/2003,NA,NA,5
10/20/2003,NA,NA,5
10/21/2003,NA,NA,5
10/22/2003,NA,NA,5
10/23/2003,NA,NA,5
10/24/2003,3.6,0.77,5
10/25/2003,NA,NA,5
10/26/2003,NA,NA,5
10/27/2003,NA,NA,5
10/28/2003,NA,NA,5
10/29/2003,NA,NA,5
10/30/2003,2.55,0.511,5
10/31/2003,NA,NA,5
11/1/2003,NA,NA,5
11/2/2003,NA,NA,5
11/3/2003,NA,NA,5
11/4/2003,NA,NA,5
11/5/2003,NA,NA,5
11/6/2003,NA,NA,5
11/7/2003,NA,NA,5
11/8/2003,NA,NA,5
11/9/2003,NA,NA,5
