Date,mercury,nitrite,ID
1/1/2002,NA,NA,10
1/2/2002,NA,NA,10
1/3/2002,NA,NA,10
1/4/2002,NA,NA,10
1/5/2002,NA,NA,10
1/6/2002,NA,NA,10
1/7/2002,NA,NA,10
1/8/2002,NA,NA,10
1/9/2002,NA,NA,10
1/10/2002,NA,NA,10
1/11/2002,NA,NA,10
1/12/2002,NA,NA,10
1/13/2002,NA,NA,10
1/14/2002,NA,NA,10
1/15/2002,NA,NA,10
1/16/2002,NA,NA,10
1/17/2002,NA,NA,10
1/18/2002,NA,NA,10
1/19/2002,NA,NA,10
1/20/2002,NA,NA,10
1/21/2002,NA,NA,10
1/22/2002,NA,NA,10
1/23/2002,NA,NA,10
1/24/2002,NA,NA,10
1/25/2002,NA,NA,10
1/26/2002,NA,NA,10
1/27/2002,NA,NA,10
1/28/2002,NA,NA,10
1/29/2002,NA,NA,10
1/30/2002,NA,NA,10
1/31/2002,NA,NA,10
2/1/2002,NA,NA,10
2/2/2002,NA,NA,10
2/3/2002,NA,NA,10
2/4/2002,NA,NA,10
2/5/2002,NA,NA,10
2/6/2002,NA,NA,10
2/7/2002,NA,NA,10
2/8/2002,0.782,2.05,10
2/9/2002,NA,NA,10
2/10/2002,NA,NA,10
2/11/2002,NA,NA,10
2/12/2002,NA,NA,10
2/13/2002,0.416,0.292,10
2/14/2002,NA,NA,10
2/15/2002,NA,NA,10
2/16/2002,NA,NA,10
2/17/2002,NA,NA,10
2/18/2002,NA,NA,10
2/19/2002,0.665,0.544,10
2/20/2002,NA,NA,10
2/21/2002,NA,NA,10
2/22/2002,NA,NA,10
2/23/2002,NA,NA,10
2/24/2002,NA,NA,10
2/25/2002,0.537,0.977,10
2/26/2002,NA,NA,10
2/27/2002,NA,NA,10
2/28/2002,NA,NA,10
3/1/2002,NA,NA,10
3/2/2002,NA,NA,10
3/3/2002,NA,NA,10
3/4/2002,NA,NA,10
3/5/2002,NA,NA,10
3/6/2002,NA,NA,10
3/7/2002,NA,NA,10
3/8/2002,NA,NA,10
3/9/2002,1.25,1,10
3/10/2002,NA,NA,10
3/11/2002,NA,NA,10
3/12/2002,NA,NA,10
3/13/2002,NA,NA,10
3/14/2002,NA,NA,10
3/15/2002,0.985,0.722,10
3/16/2002,NA,NA,10
3/17/2002,NA,NA,10
3/18/2002,1.04,2.39,10
3/19/2002,NA,NA,10
3/20/2002,NA,NA,10
3/21/2002,NA,NA,10
3/22/2002,NA,NA,10
3/23/2002,NA,NA,10
3/24/2002,0.698,0.589,10
3/25/2002,NA,NA,10
3/26/2002,NA,NA,10
3/27/2002,NA,0.294,10
3/28/2002,NA,NA,10
3/29/2002,NA,NA,10
3/30/2002,0.755,0.396,10
3/31/2002,NA,NA,10
4/1/2002,NA,NA,10
4/2/2002,NA,NA,10
4/3/2002,NA,NA,10
4/4/2002,NA,NA,10
4/5/2002,1.55,1.05,10
4/6/2002,NA,NA,10
4/7/2002,NA,NA,10
4/8/2002,1.31,1.21,10
4/9/2002,NA,NA,10
4/10/2002,NA,NA,10
4/11/2002,1.52,0.218,10
4/12/2002,NA,NA,10
4/13/2002,NA,NA,10
4/14/2002,0.903,1.36,10
4/15/2002,NA,NA,10
4/16/2002,NA,NA,10
4/17/2002,0.469,0.27,10
4/18/2002,NA,NA,10
4/19/2002,NA,NA,10
