Date,mercury,nitrite,ID
1/1/2002,NA,NA,6
1/2/2002,NA,NA,6
1/3/2002,NA,NA,6
1/4/2002,NA,NA,6
1/5/2002,NA,NA,6
1/6/2002,NA,NA,6
1/7/2002,NA,NA,6
1/8/2002,NA,NA,6
1/9/2002,NA,NA,6
1/10/2002,NA,NA,6
1/11/2002,NA,NA,6
1/12/2002,NA,NA,6
1/13/2002,NA,NA,6
1/14/2002,NA,NA,6
1/15/2002,NA,NA,6
1/16/2002,NA,NA,6
1/17/2002,NA,NA,6
1/18/2002,NA,NA,6
1/19/2002,NA,NA,6
1/20/2002,NA,NA,6
1/21/2002,NA,NA,6
1/22/2002,NA,NA,6
1/23/2002,NA,NA,6
1/24/2002,NA,NA,6
1/25/2002,NA,NA,6
1/26/2002,NA,NA,6
1/27/2002,NA,NA,6
1/28/2002,NA,NA,6
1/29/2002,NA,NA,6
1/30/2002,NA,NA,6
1/31/2002,NA,NA,6
2/1/2002,1.32,0.182,6
2/2/2002,NA,NA,6
2/3/2002,NA,NA,6
2/4/2002,NA,NA,6
2/5/2002,NA,NA,6
2/6/2002,NA,NA,6
2/7/2002,1.84,0.958,6
2/8/2002,NA,NA,6
2/9/2002,NA,NA,6
2/10/2002,NA,NA,6
2/11/2002,NA,NA,6
2/12/2002,NA,NA,6
2/13/2002,3.77,1.16,6
2/14/2002,NA,NA,6
2/15/2002,NA,NA,6
2/16/2002,NA,NA,6
2/17/2002,NA,NA,6
2/18/2002,NA,NA,6
2/19/2002,NA,NA,6
2/20/2002,NA,NA,6
2/21/2002,NA,NA,6
2/22/2002,NA,NA,6
2/23/2002,NA,NA,6
2/24/2002,NA,NA,6
2/25/2002,5.02,0.888,6
2/26/2002,NA,NA,6
2/27/2002,NA,NA,6
2/28/2002,NA,NA,6
3/1/2002,NA,NA,6
3/2/2002,NA,NA,6
3/3/2002,2.43,1.23,6
3/4/2002,NA,NA,6
3/5/2002,NA,NA,6
3/6/2002,NA,NA,6
3/7/2002,NA,NA,6
3/8/2002,NA,NA,6
3/9/2002,2.42,0.467,6
3/10/2002,NA,NA,6
3/11/2002,NA,NA,6
3/12/2002,NA,NA,6
3/13/2002,NA,NA,6
3/14/2002,NA,NA,6
3/15/2002,6.12,0.446,6
3/16/2002,NA,NA,6
3/17/2002,NA,NA,6
3/18/2002,NA,NA,6
3/19/2002,NA,NA,6
3/20/2002,NA,NA,6
3/21/2002,3.15,0.241,6
3/22/2002,NA,NA,6
3/23/2002,NA,NA,6
3/24/2002,NA,NA,6
3/25/2002,NA,NA,6
3/26/2002,NA,NA,6
3/27/2002,5.16,0.135,6
3/28/2002,NA,NA,6
3/29/2002,NA,NA,6
3/30/2002,NA,NA,6
3/31/2002,NA,NA,6
4/1/2002,NA,NA,6
4/2/2002,4.64,0.904,6
4/3/2002,NA,NA,6
4/4/2002,NA,NA,6
4/5/2002,NA,NA,6
4/6/2002,NA,NA,6
4/7/2002,NA,NA,6
4/8/2002,5.8,0.706,6
4/9/2002,NA,NA,6
4/10/2002,NA,NA,6
4/11/2002,NA,NA,6
4/12/2002,NA,NA,6
4/13/2002,NA,NA,6
4/14/2002,2.17,0.442,6
4/15/2002,NA,NA,6
4/16/2002,NA,NA,6
4/17/2002,NA,NA,6
4/18/2002,NA,NA,6
4/19/2002,NA,NA,6
4/20/2002,4.8,0.813,6
4/21/2002,NA,NA,6
4/22/2002,NA,NA,6
4/23/2002,NA,NA,6
4/24/2002,NA,NA,6
4/25/2002,NA,NA,6
4/26/2002,4.36,1.32,6
4/27/2002,NA,NA,6
4/28/2002,NA,NA,6
4/29/2002,NA,NA,6
4/30/2002,NA,NA,6
5/1/2002,NA,NA,6
5/2/2002,5.11,0.654,6
5/3/2002,NA,NA,6
5/4/2002,NA,NA,6
5/5/2002,NA,NA,6
5/6/2002,NA,NA,6
5/7/2002,NA,NA,6
5/8/2002,4.51,0.503,6
5/9/2002,NA,NA,6
5/10/2002,NA,NA,6
5/11/2002,NA,NA,6
5/12/2002,NA,NA,6
5/13/2002,NA,NA,6
5/14/2002,3.32,0.15,6
5/15/2002,NA,NA,6
5/16/2002,NA,NA,6
5/17/2002,NA,NA,6
5/18/2002,NA,NA,6
5/19/2002,NA,NA,6
5/20/2002,3.52,0.347,6
5/21/2002,NA,NA,6
5/22/2002,NA,NA,6
5/23/2002,NA,NA,6
