Date,mercury,nitrite,ID
1/1/2005,NA,NA,9
1/2/2005,NA,NA,9
1/3/2005,NA,NA,9
1/4/2005,NA,NA,9
1/5/2005,NA,NA,9
1/6/2005,NA,NA,9
1/7/2005,NA,NA,9
1/8/2005,NA,NA,9
1/9/2005,NA,NA,9
1/10/2005,NA,NA,9
1/11/2005,NA,NA,9
1/12/2005,NA,NA,9
1/13/2005,NA,NA,9
1/14/2005,NA,NA,9
1/15/2005,NA,NA,9
1/16/2005,NA,NA,9
1/17/2005,NA,NA,9
1/18/2005,NA,NA,9
1/19/2005,NA,NA,9
1/20/2005,NA,NA,9
1/21/2005,NA,NA,9
1/22/2005,NA,NA,9
1/23/2005,NA,NA,9
1/24/2005,NA,NA,9
1/25/2005,NA,NA,9
1/26/2005,NA,NA,9
1/27/2005,NA,NA,9
1/28/2005,NA,NA,9
1/29/2005,NA,NA,9
1/30/2005,NA,NA,9
1/31/2005,NA,NA,9
2/1/2005,NA,NA,9
2/2/2005,NA,NA,9
2/3/2005,NA,NA,9
2/4/2005,NA,NA,9
2/5/2005,NA,NA,9
2/6/2005,NA,NA,9
2/7/2005,NA,NA,9
2/8/2005,NA,NA,9
2/9/2005,NA,NA,9
2/10/2005,NA,NA,9
2/11/2005,NA,NA,9
2/12/2005,NA,NA,9
2/13/2005,NA,NA,9
2/14/2005,NA,NA,9
2/15/2005,NA,NA,9
2/16/2005,NA,NA,9
2/17/2005,NA,NA,9
2/18/2005,NA,NA,9
2/19/2005,NA,NA,9
2/20/2005,NA,NA,9
2/21/2005,NA,NA,9
2/22/2005,NA,NA,9
2/23/2005,NA,NA,9
2/24/2005,2.59,NA,9
2/25/2005,NA,NA,9
2/26/2005,NA,0.15,9
2/27/2005,NA,NA,9
2/28/2005,NA,NA,9
3/1/2005,NA,NA,9
3/2/2005,NA,NA,9
3/3/2005,NA,NA,9
3/4/2005,NA,NA,9
3/5/2005,2.25,NA,9
3/6/2005,NA,NA,9
3/7/2005,NA,NA,9
3/8/2005,NA,NA,9
3/9/2005,NA,NA,9
3/10/2005,NA,NA,9
3/11/2005,NA,NA,9
3/12/2005,NA,NA,9
3/13/2005,NA,NA,9
3/14/2005,NA,NA,9
3/15/2005,NA,NA,9
3/16/2005,NA,NA,9
3/17/2005,NA,NA,9
3/18/2005,5.02,NA,9
3/19/2005,NA,NA,9
3/20/2005,NA,NA,9
3/21/2005,NA,NA,9
3/22/2005,NA,NA,9
3/23/2005,NA,NA,9
3/24/2005,NA,NA,9
3/25/2005,NA,NA,9
3/26/2005,NA,NA,9
3/27/2005,NA,NA,9
3/28/2005,NA,NA,9
3/29/2005,NA,0.33,9
3/30/2005,NA,NA,9
3/31/2005,NA,NA,9
4/1/2005,NA,NA,9
4/2/2005,NA,NA,9
4/3/2005,NA,NA,9
4/4/2005,NA,NA,9
4/5/2005,NA,NA,9
4/6/2005,NA,NA,9
4/7/2005,NA,NA,9
4/8/2005,NA,NA,9
4/9/2005,NA,NA,9
4/10/2005,3.49,0.492,9
4/11/2005,NA,NA,9
4/12/2005,NA,NA,9
4/13/2005,NA,NA,9
4/14/2005,NA,NA,9
4/15/2005,NA,NA,9
4/16/2005,2.8,0.566,9
4/17/2005,NA,NA,9
4/18/2005,NA,NA,9
4/19/2005,NA,NA,9
4/20/2005,NA,NA,9
4/21/2005,NA,NA,9
4/22/2005,2.64,0.781,9
4/23/2005,NA,NA,9
4/24/2005,NA,NA,9
4/25/2005,NA,NA,9
4/26/2005,NA,NA,9
4/27/2005,NA,NA,9
4/28/2005,2.9,0.62,9
4/29/2005,NA,NA,9
4/30/2005,NA,NA,9
5/1/2005,NA,NA,9
5/2/2005,NA,NA,9
5/3/2005,NA,NA,9
5/4/2005,4.44,0.247,9
5/5/2005,NA,NA,9
5/6/2005,NA,NA,9
5/7/2005,NA,NA,9
5/8/2005,NA,NA,9
5/9/2005,NA,NA,9
5/10/2005,5.11,0.402,9
5/11/2005,NA,NA,9
5/12/2005,NA,NA,9
5/13/2005,NA,NA,9
5/14/2005,NA,NA,9
5/15/2005,NA,NA,9
5/16/2005,4.25,0.207,9
5/17/2005,NA,NA,9
5/18/2005,NA,NA,9
5/19/2005,NA,NA,9
5/20/2005,NA,NA,9
5/21/2005,NA,NA,9
5/22/2005,6.14,0.407,9
5/23/2005,NA,NA,9
5/24/2005,NA,NA,9
5/25/2005,NA,NA,9
5/26/2005,NA,NA,9
5/27/2005,NA,NA,9
5/28/2005,8.5,0.53,9
5/29/2005,NA,NA,9
5/30/2005,NA,NA,9
5/31/2005,NA,NA,9
6/1/2005,NA,NA,9
6/2/2005,NA,NA,9
6/3/2005,3.02,0.498,9
6/4/2005,NA,NA,9
6/5/2005,NA,NA,9
6/6/2005,NA,NA,9
6/7/2005,NA,NA,9
6/8/2005,NA,NA,9
6/9/2005,3,0.221,9
6/10/2005,NA,NA,9
6/11/2005,NA,NA,9
6/12/2005,NA,NA,9
6/13/2005,NA,NA,9
6/14/2005,NA,NA,9
6/15/2005,5.6,0.375,9
6/16/2005,NA,NA,9
6/17/2005,NA,NA,9
6/18/2005,NA,NA,9
6/19/2005,NA,NA,9
6/20/2005,NA,NA,9
6/21/2005,7.66,0.362,9
6/22/2005,NA,NA,9
6/23/2005,NA,NA,9
6/24/2005,NA,NA,9
6/25/2005,NA,NA,9
6/26/2005,NA,NA,9
6/27/2005,4.13,0.237,9
6/28/2005,NA,NA,9
6/29/2005,NA,NA,9
6/30/2005,NA,NA,9
7/1/2005,NA,NA,9
7/2/2005,NA,NA,9
7/3/2005,4.34,0.357,9
7/4/2005,NA,NA,9
7/5/2005,NA,NA,9
7/6/2005,NA,NA,9
7/7/2005,NA,NA,9
7/8/2005,NA,NA,9
7/9/2005,4.25,0.307,9
7/10/2005,NA,NA,9
7/11/2005,NA,NA,9
7/12/2005,NA,NA,9
7/13/2005,NA,NA,9
7/14/2005,NA,NA,9
7/15/2005,1.59,0.412,9
7/16/2005,NA,NA,9
7/17/2005,NA,NA,9
7/18/2005,NA,NA,9
7/19/2005,NA,NA,9
7/20/2005,NA,NA,9
7/21/2005,NA,NA,9
7/22/2005,NA,NA,9
7/23/2005,NA,NA,9
7/24/2005,NA,NA,9
7/25/2005,NA,NA,9
7/26/2005,NA,NA,9
7/27/2005,15.9,0.189,9
7/28/2005,NA,NA,9
7/29/2005,NA,NA,9
7/30/2005,NA,NA,9
7/31/2005,NA,NA,9
8/1/2005,NA,NA,9
8/2/2005,2.84,0.267,9
8/3/2005,NA,NA,9
8/4/2005,NA,NA,9
8/5/2005,NA,NA,9
8/6/2005,NA,NA,9
8/7/2005,NA,NA,9
8/8/2005,3.05,0.171,9
8/9/2005,NA,NA,9
8/10/2005,NA,NA,9
8/11/2005,NA,NA,9
8/12/2005,NA,NA,9
8/13/2005,NA,NA,9
8/14/2005,5.91,0.321,9
8/15/2005,NA,NA,9
8/16/2005,NA,NA,9
8/17/2005,NA,NA,9
8/18/2005,NA,NA,9
8/19/2005,NA,NA,9
8/20/2005,11.5,0.266,9
8/21/2005,NA,NA,9
8/22/2005,NA,NA,9
8/23/2005,NA,NA,9
8/24/2005,NA,NA,9
8/25/2005,NA,NA,9
8/26/2005,11.5,0.202,9
8/27/2005,NA,NA,9
8/28/2005,NA,NA,9
8/29/2005,NA,NA,9
8/30/2005,NA,NA,9
8/31/2005,NA,NA,9
9/1/2005,10.7,0.252,9
9/2/2005,NA,NA,9
9/3/2005,NA,NA,9
9/4/2005,NA,NA,9
9/5/2005,NA,NA,9
9/6/2005,NA,NA,9
9/7/2005,NA,NA,9
9/8/2005,NA,NA,9
9/9/2005,NA,NA,9
9/10/2005,NA,NA,9
9/11/2005,NA,NA,9
9/12/2005,NA,NA,9
9/13/2005,16.2,0.452,9
9/14/2005,NA,NA,9
9/15/2005,NA,NA,9
9/16/2005,NA,NA,9
9/17/2005,NA,NA,9
9/18/2005,NA,NA,9
9/19/2005,7.5,0.205,9
9/20/2005,NA,NA,9
9/21/2005,NA,NA,9
9/22/2005,NA,NA,9
9/23/2005,NA,NA,9
9/24/2005,NA,NA,9
9/25/2005,2.15,0.243,9
9/26/2005,NA,NA,9
9/27/2005,NA,NA,9
9/28/2005,NA,NA,9
9/29/2005,NA,NA,9
9/30/2005,NA,NA,9
10/1/2005,7.5,0.311,9
10/2/2005,NA,NA,9
10/3/2005,NA,NA,9
10/4/2005,NA,NA,9
10/5/2005,NA,NA,9
10/6/2005,NA,NA,9
10/7/2005,1.48,0.126,9
10/8/2005,NA,NA,9
10/9/2005,NA,NA,9
10/10/2005,NA,NA,9
10/11/2005,NA,NA,9
10/12/2005,NA,NA,9
10/13/2005,9.35,0.436,9
10/14/2005,NA,NA,9
10/15/2005,NA,NA,9
10/16/2005,NA,NA,9
10/17/2005,NA,NA,9
10/18/2005,NA,NA,9
10/19/2005,6.32,0.779,9
10/20/2005,NA,NA,9
10/21/2005,NA,NA,9
10/22/2005,NA,NA,9
10/23/2005,NA,NA,9
